,store,sido,gungu
0,역삼아레나빌딩  ,서울특별시,강남구
1,논현역사거리  ,서울특별시,강남구
2,신사역성일빌딩  ,서울특별시,강남구
3,국기원사거리  ,서울특별시,강남구
4,스탈릿대치R  ,서울특별시,강남구
5,봉은사역  ,서울특별시,강남구
6,압구정윤성빌딩  ,서울특별시,강남구
7,코엑스별마당  ,서울특별시,강남구
8,삼성역섬유센터R  ,서울특별시,강남구
9,압구정R  ,서울특별시,강남구
10,수서역R  ,서울특별시,강남구
11,양재강남빌딩R  ,서울특별시,강남구
12,선릉동신빌딩R  ,서울특별시,강남구
13,봉은사로선정릉  ,서울특별시,강남구
14,강남오거리  ,서울특별시,강남구
15,스타필드코엑스몰R  ,서울특별시,강남구
16,강남구청정문  ,서울특별시,강남구
17,도곡공원  ,서울특별시,강남구
18,강남R  ,서울특별시,강남구
19,대치은마사거리  ,서울특별시,강남구
20,청담영동대로  ,서울특별시,강남구
21,압구정  ,서울특별시,강남구
22,신사가로수  ,서울특별시,강남구
23,청담스타R  ,서울특별시,강남구
24,강남우성  ,서울특별시,강남구
25,학동사거리  ,서울특별시,강남구
26,대치사거리  ,서울특별시,강남구
27,포스코사거리  ,서울특별시,강남구
28,을지병원사거리  ,서울특별시,강남구
29,신사역  ,서울특별시,강남구
30,도곡역  ,서울특별시,강남구
31,서울세관사거리  ,서울특별시,강남구
32,청담사거리  ,서울특별시,강남구
33,한티역  ,서울특별시,강남구
34,역삼초교사거리  ,서울특별시,강남구
35,코엑스몰  ,서울특별시,강남구
36,가로수길  ,서울특별시,강남구
37,역삼대로  ,서울특별시,강남구
38,역삼포스코  ,서울특별시,강남구
39,강남대로  ,서울특별시,강남구
40,청담  ,서울특별시,강남구
41,삼성도심공항  ,서울특별시,강남구
42,삼성교  ,서울특별시,강남구
43,학동역  ,서울특별시,강남구
44,대치  ,서울특별시,강남구
45,SSG마켓도곡R  ,서울특별시,강남구
46,삼성  ,서울특별시,강남구
47,선릉세화빌딩  ,서울특별시,강남구
48,압구정역  ,서울특별시,강남구
49,압구정로  ,서울특별시,강남구
50,구역삼사거리  ,서울특별시,강남구
51,큰길타워  ,서울특별시,강남구
52,강남구청역  ,서울특별시,강남구
53,대치역  ,서울특별시,강남구
54,포이  ,서울특별시,강남구
55,아크플레이스  ,서울특별시,강남구
56,학여울역  ,서울특별시,강남구
57,선정릉역  ,서울특별시,강남구
58,삼성현대힐  ,서울특별시,강남구
59,GS타워  ,서울특별시,강남구
60,압구정미소  ,서울특별시,강남구
61,선릉역  ,서울특별시,강남구
62,코엑스사거리  ,서울특별시,강남구
63,역삼럭키  ,서울특별시,강남구
64,차병원사거리  ,서울특별시,강남구
65,청담공원  ,서울특별시,강남구
66,신압구정  ,서울특별시,강남구
67,아크로힐스논현  ,서울특별시,강남구
68,뱅뱅사거리  ,서울특별시,강남구
69,강남비젼타워  ,서울특별시,강남구
70,역삼역  ,서울특별시,강남구
71,압구정로데오역  ,서울특별시,강남구
72,르네상스사거리  ,서울특별시,강남구
73,포스코  ,서울특별시,강남구
74,선릉로  ,서울특별시,강남구
75,논현힐탑  ,서울특별시,강남구
76,도산가로수길  ,서울특별시,강남구
77,대치한티  ,서울특별시,강남구
78,수서역사거리  ,서울특별시,강남구
79,코엑스아셈타워  ,서울특별시,강남구
80,센터필드R  ,서울특별시,강남구
81,도산사거리  ,서울특별시,강남구
82,강남세곡  ,서울특별시,강남구
83,대치삼성프라자  ,서울특별시,강남구
84,테헤란로아남타워  ,서울특별시,강남구
85,삼성동  ,서울특별시,강남구
86,역삼이마트  ,서울특별시,강남구
87,미아뉴타운  ,서울특별시,강북구
88,강북구청사거리  ,서울특별시,강북구
89,미아사거리역  ,서울특별시,강북구
90,수유역  ,서울특별시,강북구
91,미아역  ,서울특별시,강북구
92,파라스파라서울  ,서울특별시,강북구
93,발산역사거리  ,서울특별시,강서구
94,마곡역  ,서울특별시,강서구
95,우장산역  ,서울특별시,강서구
96,마곡사이언스타워R  ,서울특별시,강서구
97,방화DT  ,서울특별시,강서구
98,마곡나루역  ,서울특별시,강서구
99,마곡GMG  ,서울특별시,강서구
100,가양역  ,서울특별시,강서구
101,화곡DT  ,서울특별시,강서구
102,양천향교역  ,서울특별시,강서구
103,화곡동  ,서울특별시,강서구
104,등촌  ,서울특별시,강서구
105,염창역  ,서울특별시,강서구
106,발산역  ,서울특별시,강서구
107,가양이마트  ,서울특별시,강서구
108,까치산역  ,서울특별시,강서구
109,등촌대로  ,서울특별시,강서구
110,가양역사거리  ,서울특별시,강서구
111,내발산  ,서울특별시,강서구
112,강서NC  ,서울특별시,강서구
113,마곡나루공원  ,서울특별시,강서구
114,강서구청사거리  ,서울특별시,강서구
115,낙성대역  ,서울특별시,관악구
116,관악서울대입구R  ,서울특별시,관악구
117,신림DT  ,서울특별시,관악구
118,서울대역  ,서울특별시,관악구
119,낙성대DT  ,서울특별시,관악구
120,사당  ,서울특별시,관악구
121,보라매대교  ,서울특별시,관악구
122,신림사거리  ,서울특별시,관악구
123,신림  ,서울특별시,관악구
124,신림타임스트림  ,서울특별시,관악구
125,서울대입구역  ,서울특별시,관악구
126,건국대  ,서울특별시,광진구
127,어린이대공원역  ,서울특별시,광진구
128,아차산역  ,서울특별시,광진구
129,올림픽대교북단  ,서울특별시,광진구
130,구의DT  ,서울특별시,광진구
131,자양사거리  ,서울특별시,광진구
132,군자역  ,서울특별시,광진구
133,광나루  ,서울특별시,광진구
134,건대스타시티  ,서울특별시,광진구
135,자양  ,서울특별시,광진구
136,강변역  ,서울특별시,광진구
137,건대입구  ,서울특별시,광진구
138,구의역  ,서울특별시,광진구
139,광장  ,서울특별시,광진구
140,건국클래식  ,서울특별시,광진구
141,자양이마트  ,서울시,광진구
142,중곡  ,서울특별시,광진구
143,금천구청역  ,서울특별시,금천구
144,가산에스케이  ,서울특별시,금천구
145,독산사거리  ,서울특별시,금천구
146,금천시흥  ,서울특별시,금천구
147,가산디지털단지역  ,서울특별시,금천구
148,금천독산  ,서울특별시,금천구
149,가산디지털  ,서울특별시,금천구
150,W-Mall  ,서울특별시,금천구
151,마리오아울렛  ,서울특별시,금천구
152,가산브이타워  ,서울특별시,금천구
153,가산그레이트  ,서울특별시,금천구
154,월계역  ,서울특별시,노원구
155,월계트레이더스  ,서울특별시,노원구
156,상계초교사거리  ,서울특별시,노원구
157,공릉DT  ,서울특별시,노원구
158,노원마들역  ,서울특별시,노원구
159,공릉역  ,서울특별시,노원구
160,은행사거리  ,서울특별시,노원구
161,노원KT  ,서울특별시,노원구
162,광운대  ,서울특별시,노원구
163,중계역  ,서울특별시,노원구
164,노원역  ,서울특별시,노원구
165,월계이마트  ,서울특별시,노원구
166,태릉입구역DT  ,서울특별시,노원구
167,창동이마트  ,서울특별시,도봉구
168,쌍문역  ,서울특별시,도봉구
169,쌍문도봉로  ,서울특별시,도봉구
170,노량진동  ,서울특별시,동작구
171,남성역  ,서울특별시,동작구
172,상도역  ,서울특별시,동작구
173,보라매공원R  ,서울특별시,동작구
174,이수자이  ,서울특별시,동작구
175,노량진역  ,서울특별시,동작구
176,신대방삼거리역  ,서울특별시,동작구
177,중앙대  ,서울특별시,동작구
178,숭실대입구역  ,서울특별시,동작구
179,숭실대  ,서울특별시,동작구
180,사당역  ,서울특별시,동작구
181,서강대프라자  ,서울특별시,마포구
182,상암YTN  ,서울특별시,마포구
183,마포용강동  ,서울특별시,마포구
184,홍대입구역사거리R  ,서울특별시,마포구
185,마포경찰서후문  ,서울특별시,마포구
186,공덕  ,서울특별시,마포구
187,합정폴리스R  ,서울특별시,마포구
188,홍대공항철도역  ,서울특별시,마포구
189,마포염리  ,서울특별시,마포구
190,서강광흥창역  ,서울특별시,마포구
191,합정  ,서울특별시,마포구
192,서강대흥역  ,서울특별시,마포구
193,서교동사거리  ,서울특별시,마포구
194,상암사보이시티  ,서울특별시,마포구
195,신촌오거리  ,서울특별시,마포구
196,상암디지털큐브  ,서울특별시,마포구
197,상수역  ,서울특별시,마포구
198,공덕오거리  ,서울특별시,마포구
199,서교  ,서울특별시,마포구
200,서강대  ,서울특별시,마포구
201,상암MBC  ,서울특별시,마포구
202,홍대역  ,서울특별시,마포구
203,동교  ,서울특별시,마포구
204,애오개역  ,서울특별시,마포구
205,상암DMC  ,서울특별시,마포구
206,마포일진빌딩  ,서울특별시,마포구
207,마포아크로  ,서울특별시,마포구
208,홍대삼거리  ,서울특별시,마포구
209,망원역  ,서울특별시,마포구
210,마포이마트  ,서울특별시,마포구
211,합정메세나몰  ,서울특별시,마포구
212,홍대역8번출구  ,서울특별시,마포구
213,망원한강공원  ,서울특별시,마포구
214,가재울뉴타운  ,서울특별시,서대문구
215,남가좌사거리  ,서울특별시,서대문구
216,신촌역  ,서울특별시,서대문구
217,연희동  ,서울특별시,서대문구
218,아현역  ,서울특별시,서대문구
219,홍제역  ,서울특별시,서대문구
220,연세백양로  ,서울특별시,서대문구
221,연희DT  ,서울특별시,서대문구
222,경기대  ,서울특별시,서대문구
223,신촌  ,서울특별시,서대문구
224,이대R  ,서울특별시,서대문구
225,연세종합관  ,서울특별시,서대문구
226,이대ECC  ,서울특별시,서대문구
227,연대  ,서울특별시,서대문구
228,신촌아트레온  ,서울특별시,서대문구
229,충정로역  ,서울특별시,서대문구
230,연대동문  ,서울특별시,서대문구
231,신촌명물거리  ,서울특별시,서대문구
232,충정타워  ,서울특별시,서대문구
233,현대신촌  ,서울특별시,서대문구
234,방배로  ,서울특별시,서초구
235,강남교보타워R  ,서울특별시,서초구
236,방배다이치빌딩  ,서울특별시,서초구
237,센트럴F1  ,서울특별시,서초구
238,서초역이화빌딩  ,서울특별시,서초구
239,서초구청  ,서울특별시,서초구
240,서초우성사거리  ,서울특별시,서초구
241,이수역사거리  ,서울특별시,서초구
242,강남대로신사  ,서울특별시,서초구
243,서울고속터미널  ,서울특별시,서초구
244,강남대로논현R  ,서울특별시,서초구
245,방배  ,서울특별시,서초구
246,방배카페거리  ,서울특별시,서초구
247,서초법원  ,서울특별시,서초구
248,청계산입구역  ,서울특별시,서초구
249,사당로데오  ,서울특별시,서초구
250,파미에파크R  ,서울특별시,서초구
251,교대역  ,서울특별시,서초구
252,양재역  ,서울특별시,서초구
253,논현역  ,서울특별시,서초구
254,이수역  ,서울특별시,서초구
255,내방역  ,서울특별시,서초구
256,서초파라곤  ,서울특별시,서초구
257,서울아트센터  ,서울특별시,서초구
258,서초중앙로  ,서울특별시,서초구
259,센트럴시티  ,서울특별시,서초구
260,강남삼성타운  ,서울특별시,서초구
261,방배역  ,서울특별시,서초구
262,반포역  ,서울특별시,서초구
263,남부터미널  ,서울특별시,서초구
264,뉴코아강남  ,서울특별시,서초구
265,강남2  ,서울특별시,서초구
266,교대  ,서울특별시,서초구
267,하이브랜드  ,서울특별시,서초구
268,신논현역  ,서울특별시,서초구
269,영동2교  ,서울특별시,서초구
270,남부터미널2  ,서울특별시,서초구
271,서래마을입구  ,서울특별시,서초구
272,몬테소리  ,서울특별시,서초구
273,서초역  ,서울특별시,서초구
274,교대법원  ,서울특별시,서초구
275,강남GT타워  ,서울특별시,서초구
276,서초동  ,서울특별시,서초구
277,서울교대  ,서울특별시,서초구
278,강남에비뉴  ,서울특별시,서초구
279,서이초교사거리  ,서울특별시,서초구
280,서울웨이브아트센터  ,서울특별시,서초구
281,길음역  ,서울특별시,성북구
282,미아이마트  ,서울특별시,성북구
283,종암DT  ,서울특별시,성북구
284,미아  ,서울특별시,성북구
285,성신여대정문  ,서울특별시,성북구
286,종암  ,서울특별시,성북구
287,삼선교  ,서울특별시,성북구
288,월곡역  ,서울특별시,성북구
289,고대  ,서울특별시,성북구
290,현대미아  ,서울특별시,성북구
291,성신여대  ,서울특별시,성북구
292,안암역  ,서울특별시,성북구
293,한성대입구역  ,서울특별시,성북구
294,장위뉴타운  ,서울특별시,성북구
295,송파나루역DT  ,서울특별시,송파구
296,송파헬리오시티  ,서울특별시,송파구
297,잠실시그마타워  ,서울특별시,송파구
298,문정법원로R  ,서울특별시,송파구
299,송파개롱역  ,서울특별시,송파구
300,문정하비오  ,서울특별시,송파구
301,문정역  ,서울특별시,송파구
302,잠실대교남단R  ,서울특별시,송파구
303,송파위례  ,서울특별시,송파구
304,송파방이DT  ,서울특별시,송파구
305,송파구청  ,서울특별시,송파구
306,올림픽평화의문  ,서울특별시,송파구
307,송파아이파크  ,서울특별시,송파구
308,송파사거리  ,서울특별시,송파구
309,석촌서호  ,서울특별시,송파구
310,문정로데오  ,서울특별시,송파구
311,올림픽훼미리  ,서울특별시,송파구
312,올림픽공원남문  ,서울특별시,송파구
313,방이역  ,서울특별시,송파구
314,석촌호수  ,서울특별시,송파구
315,잠실푸르지오월드  ,서울특별시,송파구
316,잠실새내역  ,서울특별시,송파구
317,잠실역  ,서울특별시,송파구
318,갤러리아팰리스  ,서울특별시,송파구
319,아시아선수촌  ,서울특별시,송파구
320,올림픽아파트  ,서울특별시,송파구
321,가락본동  ,서울특별시,송파구
322,석촌역  ,서울특별시,송파구
323,가락시장역  ,서울특별시,송파구
324,가든파이브  ,서울특별시,송파구
325,송파NC  ,서울특별시,송파구
326,몽촌토성역  ,서울특별시,송파구
327,송파KT  ,서울특별시,송파구
328,송파마천사거리DT  ,서울특별시,송파구
329,목동파리공원  ,서울특별시,양천구
330,등촌역  ,서울특별시,양천구
331,목동행복한  ,서울특별시,양천구
332,신정DT  ,서울특별시,양천구
333,목동역  ,서울특별시,양천구
334,목동오목로  ,서울특별시,양천구
335,목동8단지  ,서울특별시,양천구
336,오목교역  ,서울특별시,양천구
337,신월IC DT  ,서울특별시,양천구
338,목동7단지  ,서울특별시,양천구
339,목동5단지  ,서울특별시,양천구
340,목동  ,서울특별시,양천구
341,현대목동  ,서울특별시,양천구
342,목동파라곤  ,서울특별시,양천구
343,목동트라팰리스  ,서울특별시,양천구
344,목동10단지  ,서울특별시,양천구
345,신월동DT  ,서울특별시,양천구
346,타임스퀘어R  ,서울특별시,영등포구
347,샛강역  ,서울특별시,영등포구
348,영등포역  ,서울특별시,영등포구
349,당산대로  ,서울특별시,영등포구
350,여의도IFC몰(L1)R  ,서울특별시,영등포구
351,여의도KBS R  ,서울특별시,영등포구
352,여의도화재보험  ,서울특별시,영등포구
353,국회대로  ,서울특별시,영등포구
354,영등포KT  ,서울특별시,영등포구
355,여의도공원R  ,서울특별시,영등포구
356,국회의사당역  ,서울특별시,영등포구
357,선유도역  ,서울특별시,영등포구
358,여의도역R  ,서울특별시,영등포구
359,선유동이레빌딩  ,서울특별시,영등포구
360,동여의도  ,서울특별시,영등포구
361,여의도ABL타워  ,서울특별시,영등포구
362,영등포신길  ,서울특별시,영등포구
363,문래역  ,서울특별시,영등포구
364,당산  ,서울특별시,영등포구
365,여의도한양증권  ,서울특별시,영등포구
366,여의도일신  ,서울특별시,영등포구
367,신세계타임스퀘어B2  ,서울특별시,영등포구
368,하이테크시티  ,서울특별시,영등포구
369,여의도  ,서울특별시,영등포구
370,롯데캐슬여의도  ,서울특별시,영등포구
371,문래동  ,서울특별시,영등포구
372,신세계타임스퀘어1F  ,서울특별시,영등포구
373,여의도호성  ,서울특별시,영등포구
374,타임스퀘어B2  ,서울특별시,영등포구
375,영등포본동  ,서울특별시,영등포구
376,타임스퀘어2F  ,서울특별시,영등포구
377,여의도의사당  ,서울특별시,영등포구
378,여의도IFC(1F)  ,서울특별시,영등포구
379,여의도신한금융투자타워  ,서울특별시,영등포구
380,선유도역 1번출구  ,서울특별시,영등포구
381,영등포구청역  ,서울특별시,영등포구
382,서울양평역  ,서울특별시,영등포구
383,영등포시장교차로  ,서울특별시,영등포구
384,더현대서울(B2)R  ,서울특별시,영등포구
385,당산역사거리  ,서울특별시,영등포구
386,불광역  ,서울특별시,은평구
387,구파발사거리  ,서울특별시,은평구
388,연신내역사거리  ,서울특별시,은평구
389,연신내  ,서울특별시,은평구
390,구파발역  ,서울특별시,은평구
391,은평구청입구  ,서울특별시,은평구
392,은평이마트  ,서울특별시,은평구
393,구산역  ,서울특별시,은평구
394,연합뉴스  ,서울특별시,종로구
395,혜화역  ,서울특별시,종로구
396,경희궁로  ,서울특별시,종로구
397,강북삼성병원  ,서울특별시,종로구
398,종로평창동  ,서울특별시,종로구
399,광화문우체국  ,서울특별시,종로구
400,더종로R  ,서울특별시,종로구
401,독립문역  ,서울특별시,종로구
402,정부서울청사R  ,서울특별시,종로구
403,동묘앞역  ,서울특별시,종로구
404,종로구청  ,서울특별시,종로구
405,북촌로  ,서울특별시,종로구
406,종로수송  ,서울특별시,종로구
407,새문안로  ,서울특별시,종로구
408,안국  ,서울특별시,종로구
409,삼청동  ,서울특별시,종로구
410,광화문D타워  ,서울특별시,종로구
411,적선  ,서울특별시,종로구
412,인사  ,서울특별시,종로구
413,광화문R  ,서울특별시,종로구
414,성대입구  ,서울특별시,종로구
415,스페이스본  ,서울특별시,종로구
416,주얼리시티  ,서울특별시,종로구
417,종각  ,서울특별시,종로구
418,동숭로아트  ,서울특별시,종로구
419,종로관철  ,서울특별시,종로구
420,경복궁역  ,서울특별시,종로구
421,이마빌딩  ,서울특별시,종로구
422,마로니에공원  ,서울특별시,종로구
423,종로3가  ,서울특별시,종로구
424,대학로  ,서울특별시,종로구
425,경복궁사거리  ,서울특별시,종로구
426,종로관수  ,서울특별시,종로구
427,정동  ,서울특별시,종로구
428,종로플레이스  ,서울특별시,종로구
429,강북삼성병원1층  ,서울특별시,종로구
430,동숭길입구  ,서울특별시,종로구
431,서울대치과병원  ,서울특별시,종로구
432,서대문역  ,서울특별시,종로구
433,영풍문고  ,서울특별시,종로구
434,숭례문북창  ,서울특별시,중구
435,을지로4가역  ,서울특별시,중구
436,동대문두타  ,서울특별시,중구
437,대한상공회의소R  ,서울특별시,중구
438,국립중앙의료원  ,서울특별시,중구
439,동국대  ,서울특별시,중구
440,신세계본점5F  ,서울특별시,중구
441,을지로내외빌딩R  ,서울특별시,중구
442,대우재단빌딩  ,서울특별시,중구
443,동대문공원  ,서울특별시,중구
444,을지로국제빌딩  ,서울특별시,중구
445,동대입구역  ,서울특별시,중구
446,신당역사거리  ,서울특별시,중구
447,연세세브란스  ,서울특별시,중구
448,회현역  ,서울특별시,중구
449,을지로경기빌딩  ,서울특별시,중구
450,을지로2가  ,서울특별시,중구
451,신세계본점6F  ,서울특별시,중구
452,서울중앙우체국  ,서울특별시,중구
453,한국프레스센터  ,서울특별시,중구
454,명동중앙로  ,서울특별시,중구
455,약수역  ,서울특별시,중구
456,중구저동  ,서울특별시,중구
457,명동길  ,서울특별시,중구
458,서소문로  ,서울특별시,중구
459,신당역  ,서울특별시,중구
460,명동메트로  ,서울특별시,중구
461,숭례문  ,서울특별시,중구
462,순화동더샵  ,서울특별시,중구
463,대한극장  ,서울특별시,중구
464,환구단  ,서울특별시,중구
465,무교동  ,서울특별시,중구
466,문화일보  ,서울특별시,중구
467,태평로  ,서울특별시,중구
468,퍼시픽타워  ,서울특별시,중구
469,남산단암  ,서울특별시,중구
470,황학캐슬  ,서울특별시,중구
471,을지로삼화타워  ,서울특별시,중구
472,소공로  ,서울특별시,중구
473,서소문배재  ,서울특별시,중구
474,을지로한국빌딩  ,서울특별시,중구
475,KG타워  ,서울특별시,중구
476,시청  ,서울특별시,중구
477,시청플러스  ,서울특별시,중구
478,충무로역  ,서울특별시,중구
479,명동역  ,서울특별시,중구
480,명동입구  ,서울특별시,중구
481,무교로  ,서울특별시,중구
482,숭례문SG타워  ,서울특별시,중구
483,레스케이프호텔R  ,서울특별시,중구
484,별다방  ,서울특별시,중구
485,포포인츠명동  ,서울특별시,중구
486,명동남산  ,서울특별시,중구
487,명일역  ,서울특별시,강동구
488,강동구청DT  ,서울특별시,강동구
489,강동암사DT  ,서울특별시,강동구
490,굽은다리역  ,서울특별시,강동구
491,강동역  ,서울특별시,강동구
492,둔촌동  ,서울특별시,강동구
493,천호로데오  ,서울특별시,강동구
494,천호이마트  ,서울특별시,강동구
495,길동역  ,서울특별시,강동구
496,상일동  ,서울특별시,강동구
497,천호역  ,서울특별시,강동구
498,명일이마트  ,서울특별시,강동구
499,상일동역  ,서울특별시,강동구
500,천호사거리  ,서울특별시,강동구
501,올림픽공원북2문  ,서울특별시,강동구
502,천호대로길동  ,서울특별시,강동구
503,신도림  ,서울특별시,구로구
504,구로디지털타워  ,서울특별시,구로구
505,오류동역  ,서울특별시,구로구
506,구로디지털로  ,서울특별시,구로구
507,드림마크원  ,서울특별시,구로구
508,구로에이스  ,서울특별시,구로구
509,구로하이엔드  ,서울특별시,구로구
510,현대디큐브2F  ,서울특별시,구로구
511,구로호텔  ,서울특별시,구로구
512,현대디큐브B2  ,서울특별시,구로구
513,구로고척  ,서울특별시,구로구
514,구로NC  ,서울특별시,구로구
515,답십리역  ,서울특별시,동대문구
516,경희대삼거리  ,서울특별시,동대문구
517,외대정문  ,서울특별시,동대문구
518,신설동역  ,서울특별시,동대문구
519,회기역사거리  ,서울특별시,동대문구
520,외대  ,서울특별시,동대문구
521,장한평역  ,서울특별시,동대문구
522,경희대  ,서울특별시,동대문구
523,청량리역사  ,서울특별시,동대문구
524,서울숲역  ,서울특별시,성동구
525,금호역  ,서울특별시,성동구
526,뚝섬역  ,서울특별시,성동구
527,황학사거리  ,서울특별시,성동구
528,성수역  ,서울특별시,성동구
529,상왕십리역  ,서울특별시,성동구
530,왕십리역  ,서울특별시,성동구
531,한양대  ,서울특별시,성동구
532,엔터식스  ,서울특별시,성동구
533,성수이마트  ,서울특별시,성동구
534,옥수  ,서울특별시,성동구
535,성수낙낙  ,서울시,성동구
536,효창공원앞역  ,서울특별시,용산구
537,서울역서부  ,서울특별시,용산구
538,이태원역  ,서울특별시,용산구
539,한강진역R  ,서울특별시,용산구
540,용산역써밋R  ,서울특별시,용산구
541,이촌  ,서울특별시,용산구
542,신용산역  ,서울특별시,용산구
543,용산파크타워  ,서울특별시,용산구
544,남영동  ,서울특별시,용산구
545,한남동R  ,서울특별시,용산구
546,서울타워  ,서울특별시,용산구
547,서울역동자동  ,서울특별시,용산구
548,순천향입구  ,서울특별시,용산구
549,숙대  ,서울특별시,용산구
550,동빙고  ,서울특별시,용산구
551,숙대입구역  ,서울특별시,용산구
552,용산아이파크몰  ,서울특별시,용산구
553,동부이촌동  ,서울특별시,용산구
554,용산해링턴스퀘어  ,서울특별시,용산구
555,서울역사  ,서울특별시,용산구
556,용산리첸시아  ,서울특별시,용산구
557,포포인츠서울역  ,서울특별시,용산구
558,용산전자랜드  ,서울특별시,용산구
559,상봉  ,서울특별시,중랑구
560,중랑역  ,서울특별시,중랑구
561,중랑구청  ,서울특별시,중랑구
562,사가정역  ,서울특별시,중랑구
563,상봉역  ,서울특별시,중랑구
564,묵동이마트  ,서울특별시,중랑구
565,묵동  ,서울특별시,중랑구
566,중화역  ,서울특별시,중랑구
567,남이섬  ,경기도,가평군
568,소노캄고양  ,경기도,고양시
569,일산애니골DT  ,경기도,고양시
570,동국대일산병원  ,경기도,고양시
571,일산풍동DT  ,경기도,고양시
572,백석중앙로  ,경기도,고양시
573,일산식사  ,경기도,고양시
574,풍산이마트  ,경기도,고양시
575,백석역DT  ,경기도,고양시
576,백석  ,경기도,고양시
577,라페스타광장  ,경기도,고양시
578,일산백마  ,경기도,고양시
579,웨스턴돔B  ,경기도,고양시
580,마두역  ,경기도,고양시
581,일산동구청  ,경기도,고양시
582,과천DT  ,경기도,과천시
583,과천이마트  ,경기도,과천시
584,과천  ,경기도,과천시
585,광명하안대로  ,경기도,광명시
586,철산역  ,경기도,광명시
587,광명역  ,경기도,광명시
588,광명소하DT  ,경기도,광명시
589,광명소하  ,경기도,광명시
590,광명사거리역  ,경기도,광명시
591,철산로데오  ,경기도,광명시
592,광명하안  ,경기도,광명시
593,광명철산  ,경기도,광명시
594,광명AK  ,경기도,광명시
595,광명롯데몰  ,경기도,광명시
596,경기광주쌍령DT  ,경기도,광주시
597,경기광주신현DT  ,경기도,광주시
598,경기광주송정DT  ,경기도,광주시
599,경기광주  ,경기도,광주시
600,경기광주초월역DT  ,경기도,광주시
601,곤지암ICDT  ,경기도,광주시
602,구리갈매역  ,경기도,구리시
603,구리돌다리  ,경기도,구리시
604,구리장자호수  ,경기도,구리시
605,구리수택  ,경기도,구리시
606,산본사거리  ,경기도,군포시
607,산본  ,경기도,군포시
608,산본역  ,경기도,군포시
609,산본동  ,경기도,군포시
610,산본역서부사거리  ,경기도,군포시
611,다산지금  ,경기도,남양주시
612,남양주연평DT  ,경기도,남양주시
613,다산진건  ,경기도,남양주시
614,도농역  ,경기도,남양주시
615,남양주진접DT  ,경기도,남양주시
616,리버사이드팔당DTR  ,경기도,남양주시
617,별내불암로  ,경기도,남양주시
618,평내DT  ,경기도,남양주시
619,별내  ,경기도,남양주시
620,평내호평역  ,경기도,남양주시
621,남양주화도DT  ,경기도,남양주시
622,다산DT  ,경기도,남양주시
623,남양주묵현DT  ,경기도,남양주시
624,남양주삼패  ,경기도,남양주시
625,판교유스페이스  ,경기도,성남시
626,판교알파돔타워  ,경기도,성남시
627,판교아비뉴프랑R  ,경기도,성남시
628,야탑터미널  ,경기도,성남시
629,분당이매  ,경기도,성남시
630,분당율동공원  ,경기도,성남시
631,정자동  ,경기도,성남시
632,판교알파돔시티  ,경기도,성남시
633,서판교  ,경기도,성남시
634,판교브릿지타워  ,경기도,성남시
635,판교봇들마을  ,경기도,성남시
636,판교역로  ,경기도,성남시
637,서현  ,경기도,성남시
638,미금역사거리  ,경기도,성남시
639,수내로  ,경기도,성남시
640,정자역  ,경기도,성남시
641,분당구청  ,경기도,성남시
642,뉴코아야탑  ,경기도,성남시
643,미금역  ,경기도,성남시
644,수내  ,경기도,성남시
645,정자상떼뷰  ,경기도,성남시
646,서현미래에셋  ,경기도,성남시
647,야탑글라스  ,경기도,성남시
648,정자  ,경기도,성남시
649,분당서울대병원4  ,경기도,성남시
650,분당서울대병원1  ,경기도,성남시
651,서현N타운  ,경기도,성남시
652,서현역  ,경기도,성남시
653,오리역  ,경기도,성남시
654,분당정자  ,경기도,성남시
655,수내역  ,경기도,성남시
656,정자아데나  ,경기도,성남시
657,분당이마트  ,경기도,성남시
658,판교H스퀘어  ,경기도,성남시
659,오리역삼거리  ,경기도,성남시
660,판교HIPEX  ,경기도,성남시
661,분당서현역AK R  ,경기도,성남시
662,분당궁내DT  ,경기도,성남시
663,야탑역사거리  ,경기도,성남시
664,남한산성입구역  ,경기도,성남시
665,단대오거리역  ,경기도,성남시
666,수원금곡  ,경기도,수원시
667,수원세류DT  ,경기도,수원시
668,수원호매실  ,경기도,수원시
669,수원권선DT  ,경기도,수원시
670,수원권선  ,경기도,수원시
671,수원이마트  ,경기도,수원시
672,수원세류역DT  ,경기도,수원시
673,수원연무DT  ,경기도,수원시
674,북수원IC DT  ,경기도,수원시
675,수원천천  ,경기도,수원시
676,수원성균관대  ,경기도,수원시
677,수원종합운동장  ,경기도,수원시
678,수원경수인계DT  ,경기도,수원시
679,수원KBS DT  ,경기도,수원시
680,수원인계DT  ,경기도,수원시
681,수원이비스  ,경기도,수원시
682,수원매산  ,경기도,수원시
683,동수원DT  ,경기도,수원시
684,수원인계  ,경기도,수원시
685,아주대  ,경기도,수원시
686,수원나혜석거리  ,경기도,수원시
687,수원역AK R  ,경기도,수원시
688,시흥대야DT  ,경기도,시흥시
689,배곧아브뉴프랑  ,경기도,시흥시
690,시흥대야동  ,경기도,시흥시
691,배곧신도시  ,경기도,시흥시
692,시흥대야  ,경기도,시흥시
693,시흥P.아울렛 3F  ,경기도,시흥시
694,시흥P.아울렛 1F  ,경기도,시흥시
695,시화로데오  ,경기도,시흥시
696,시흥월곶  ,경기도,시흥시
697,시흥목감DT  ,경기도,시흥시
